"mergeid","cftype","gniscode","cfname","cfsubtype","comment","source","jurisdicti","community","address","POINT_X","POINT_Y"
"24562","School",1830612,"Ida Crown Jewish Academy","Non Public School",,"ABCGI","ASSOC TALMUD TORAHS","Chicago","2828 W Pratt Blvd",-87.7011213564,42.0056143994
"24563","School",0,"Associated Talmud Torahs Special Education Program","Non Public School",,"ABGI","ASSOC TALMUD TORAHS","Chicago","2828 W Pratt Blvd",-87.7011213564,42.0056143994
"24569","School",0,"Lubavitch Girls High School","Non Public School",,"ABGI","CONG BNEI RUVEN NUSACH","Chicago","6350 N Whipple St",-87.7060882559,41.9971296543
"24570","School",1829725,"Hanna Sacks Bais Yaakov High School","Non Public School",,"ABCGI","BAIS YAAKOV HIGH SCH","Chicago","3021 W Devon Ave",-87.7051628288,41.9971024516
"24572","School",0,"Northside College Preparatory High School","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","5501 N Kedzie Ave",-87.7077852133,41.981206097
"24577","School",0,"Brisk Academy-Yeshivas Brisk","Non Public School",,"ABI",,"Chicago","3008 W Devon Ave",-87.7048566919,41.9977296398
"24579","School",0,"Lake Shore School","Non Public School",,"AI",,"Chicago","5611 N Clark St",-87.668527269,41.9840016627
"24589","School",417156,"Saint Anne School","Non Public School",,"CG","ST JAMES CHRTN METH CH","Chicago Heights","18 W Main St",-87.6405627834,41.4964325027
"24590","School",408711,"Stock Elementary School","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","7507 W Birchwood Ave",-87.8145037172,42.0165572409
"24591","School",419518,"Taft High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6530 W Bryn Mawr Ave",-87.7908390239,41.9841016921
"24592","School",0,"Lutheran Unity School","Non Public School",,"AGI","ST PAUL EV LUTHERAN CH","Norwood Park Twp","5650 N Canfield Ave",-87.824498281,41.9825015215
"24595","School",416302,"Queen of All Saints School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6230 N Lemont Ave",-87.7451080925,41.9955673979
"24598","School",1836594,"Sauganash Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6040 N Kilpatrick Ave",-87.7464043295,41.9911461447
"24610","School",415254,"Our Lady of Victory","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4434 N Laramie Ave",-87.7584148355,41.9619559829
"24611","School",0,"Region 07 South Cook ISC 4","Public School","Library","AG","INTERMEDIATE SER CT 4","Chicago Heights","253 W Joe Orr Rd",-87.6536177753,41.5210976095
"24614","School",417357,"Saint John Evangelical Lutheran School","Non Public School",,"ACGI","ST JOHNS EVANG LUTH CH","Chicago","4939 W Montrose Ave",-87.7517946791,41.9604781504
"24615","School",0,"Vaughn Occupational High School","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","4353 N Linder Ave",-87.7641940015,41.9604062066
"24617","School",417807,"Saint Tarcissus School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6040 W Ardmore Ave",-87.7794452348,41.9868375366
"24622","School",0,"Safe School Program","Public School",,"AG","INTERMEDIATE SER CT 4","Chicago Heights","405 Ashland Ave",-87.6544642384,41.5238058086
"24629","School",414723,"Norwood Park Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5900 N Nina Ave",-87.8023352088,41.9896753147
"24631","School",420092,"Union Ridge Elementary School","Public School",,"ACGI","SCHOOL DIST #86","Harwood Heights","4600 N Oak Park Ave",-87.7989576461,41.9653762907
"24640","School",1764335,"Saint Robert Bellarmine School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6036 W Eastwood Ave",-87.7781833957,41.9651570341
"24649","School",404034,"Beard Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4839 N Nashville Ave",-87.7904028298,41.9697209548
"24652","School",405581,"Saint Constance School","Non Public School",,"ABCGI","CATHOLIC BISHOP CHGO","Chicago","4910 N Menard Ave",-87.774667767,41.9698930382
"24655","School",0,"District 206 Alternative High School","Public School",,"AGI","SCHOOL DIST #206","Chicago Heights","100 W 10th St",-87.6434175162,41.5128334463
"24666","School",404569,"Bloom High School","Public School",,"ACGIL","SCHOOL DIST #206","Chicago Heights","101 W 10th St",-87.6441442022,41.5157404191
"24673","School",417533,"Saint Mary of the Woods School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","7033 N Moselle Ave",-87.7777016146,42.0080647321
"24675","School",421164,"Wildwood Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6950 N Hiawatha Ave",-87.7793369388,42.0068795333
"24683","School",416655,"Ridgewood High School","Public School",,"ACGI","SCHOOL DIST #234","Norridge","7500 W Montrose Ave",-87.8141727148,41.9614748937
"24686","School",1830647,"Immaculate Conception School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","7211 W Talcott Ave",-87.8088285011,41.9863436871
"24690","School",415173,"Oriole Park Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","7454 W Balmoral Ave",-87.8132020775,41.9785091617
"24697","School",407755,"Ebinger Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","7350 W Pratt Ave",-87.8104350469,42.0048030264
"24699","School",417495,"Saint Juliana School","Non Public School",,"ABCGI","CATHOLIC BISHOP CHGO","Chicago","7400 W Touhy Ave",-87.8118779871,42.0119702052
"24721","School",417280,"Saint Francis Borgia School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3535 N Panama Ave",-87.828085482,41.9444452963
"24723","School",407153,"Dever Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3436 N Osceola Ave",-87.8136217071,41.9423628699
"24727","School",1826202,"Dirksen Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","8601 W Foster Ave",-87.8415853517,41.9728272943
"24738","School",0,"Chicago International Charter School - Bond","Non Public School",,"GI","CATHOLIC BISHOP CHGO","Chicago","13300 S Langley Ave",-87.6063365237,41.6527716293
"24741","School",417244,"Saint Columbia School","Non Public School","Closed","CG","CATHOLIC BISHOP CHGO","Chicago","3340 E 134th St",-87.5404478852,41.6519572801
"24743","School",406189,"Clay Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","13231 S Burley Ave",-87.544120423,41.654584396
"24745","School",408471,"Saint Florian School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","13110 S Baltimore Ave",-87.5478302635,41.6565540318
"24755","School",426899,"Metcalfe Elementary Community Academy","Public School",,"ACGI","BOARD OF ED DST #299","Chicago","12339 S Normal Ave",-87.6340592979,41.6696328533
"24776","School",1830880,"Jesse Owens Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","12450 S State St",-87.6231743837,41.6675079062
"24778","School",0,"Educate Empower Academy","Non Public School",,"AGI","1ST BAPT CH OF APOST","Chicago","12900 S Halsted St",-87.6416672005,41.6591976645
"24781","School",426893,"Julian High School","Public School",,"ACGI","PUB BLDG COMM OF CHGO","Chicago","10330 S Elizabeth St",-87.6545397295,41.7054439339
"24786","School",403906,"Barnard Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10354 S Charles St",-87.6590200711,41.7056148776
"24790","School",426897,"Marcus Garvey Elementary School","Public School","Closed","CGI","CHICAGO BD EDUCATION","Chicago","10309 S Morgan St",-87.6466544552,41.7065238819
"24797","School",426898,"White Elementary Career Academy","Public School",,"ACGI","PUB BLDG COMM OF CHGO","Chicago","1122 W 122nd St",-87.6501617018,41.6730765976
"24810","School",413819,"Morgan Park High School","Public School",,"ACGI",,"Chicago","1744 W Pryor Ave",-87.6655617093,41.6920349034
"24812","School",407512,"Dunne Technology Academy Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10850 S Lowe Ave",-87.6394933471,41.6969441301
"24815","School",426602,"Tabernacle Christian Academy","Non Public School",,"ABCGI","TABER CHRISTIAN ACADMY","Chicago","1223 W 109th Pl",-87.6533963602,41.694501218
"24816","School",426901,"Chicago Excel Academy High School","Non Public School",,"ACG","MT CALVARY BAPT CHURCH","Chicago","1257 W 111th St",-87.6537817493,41.6919221658
"24817","School",411073,"Jefferson Elementary School","Public School",,"ACGIL","SCHOOL DIST #170","Chicago Heights","176 E 11th St",-87.6322794422,41.5110279964
"24819","School",426883,"Council Oak Montessori School","Non Public School",,"ABCGI","MORGAN PK METH CHURCH","Chicago","11030 S Longwood Dr",-87.6721562958,41.6936521968
"24824","School",413818,"Morgan Park Academy","Non Public School",,"ABCGI","MORGAN PARK ACADEMY","Chicago","2153 W 111th St",-87.6756865158,41.6901686652
"24829","School",426610,"Fenger Achievement Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","11220 S Wallace St",-87.6387481201,41.6896720863
"24830","School",408060,"Esmond Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1907 W Montvale Ave",-87.6693108193,41.6889158561
"24838","School",426896,"Higgins Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","11710 S Morgan St",-87.6474996045,41.6809562344
"24841","School",418063,"Songhai Elementary Learning Institute","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","11725 S Perry Ave",-87.6246558634,41.6810064039
"24843","School",417841,"Saint Walter School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","11741 S Western Ave",-87.678729727,41.680479944
"24853","School",0,"Holy Spirit Academy","Non Public School",,"AGI","LUTH CH HOLY SPIRIT","Chicago","1335 W 115th St",-87.6559296639,41.6846392495
"24857","School",426664,"Shoop Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1460 W 112th St",-87.6593613252,41.6912225823
"24858","School",417188,"Saint Barnabas School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","10121 S Longwood Dr",-87.6693856176,41.7089559135
"24866","School",417845,"Saint Xavier University","Non Public School",,"BCG","ST XAVIER UNIVERSITY","Chicago","3700 W 103rd St",-87.7149012417,41.7085649467
"24868","School",0,"Ridge Academy","Non Public School",,"ABGI","RIDGE ACADEMY","Chicago","2501 W 103rd St",-87.684719357,41.7061032286
"24874","School",0,"PLAID Academy","Non Public School",,"AG","BEVERLY ART CENTER","Chicago","2407 W 111th St",-87.6822546623,41.6914445404
"24875","School",426882,"Saint Cajetan School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2447 W 112th St",-87.682963,41.6891647408
"24880","School",417248,"Saint Cristina School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3333 W 110th St",-87.7049269937,41.6924711754
"24884","School",426673,"Keller Elementary Gifted Magnet School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3020 W 108th St",-87.6969313052,41.6976102133
"24886","School",0,"Chicago Agricultural High School","Public School",,"AGI",,"Chicago","3857 W 111th St",-87.716622201,41.6881531554
"24887","School",0,"Saint Cristina School Field","Non Public School",,"G","CATHOLIC BISHOP CHGO","Chicago","11140 S Central Park Ave",-87.7112716942,41.6905474318
"24890","School",426874,"Marist High School","Non Public School",,"ABCGI","CATHOLIC BISHOP CHGO","Chicago","4200 W 115th St",-87.7252416688,41.685764074
"24893","School",405692,"Cassell Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","11310 S Spaulding Ave",-87.704076881,41.6876061421
"24897","School",417352,"Saint John Fisher School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","10200 S Washtenaw Ave",-87.6896681711,41.7072428367
"24917","School",1737151,"Corliss High School","Public School",,"ACGI","PUB BLDG COMM OF CHGO","Chicago","821 E 103rd St",-87.6019674392,41.7064894374
"24924","School",0,"University of Chicago Press","Public School",,"G","UNIV OF CHICAGO","Chicago","727 E 110th St",-87.6058691781,41.6947001098
"24928","School",404868,"Bright Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10740 S Calhoun Ave",-87.5625852009,41.700047121
"24929","School",415970,"Poe Elementary Classical School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10538 S Langley Ave",-87.6068679342,41.7023922147
"24937","School",408901,"Garfield Elementary School","Public School",,"ACGIL","SCHOOL DIST #170","Chicago Heights","136 E 23rd St",-87.6316866222,41.4939085871
"24940","School",417180,"Chicago International Charter Schools - Prairie","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","11530 S Prairie Ave",-87.6172498578,41.6843620598
"24945","School",411037,"Addams Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10810 S Avenue H",-87.5334769561,41.6972797155
"24954","School",403535,"Annunciata School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3750 E 112th St",-87.5322825853,41.6935658858
"24957","School",0,"Washington G Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","3611 E 114th St",-87.5358786063,41.687309424
"24963","School",417277,"Saint Francis De Sales High School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","10160 S Avenue J",-87.5347755127,41.7105272302
"24968","School",405243,"Burnham Elementary Inclusive Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1903 E 96th St",-87.5776215566,41.7200244864
"24969","School",404727,"Bowen High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2710 E 89th St",-87.5568982148,41.7345729699
"24971","School",0,"New Millennium High School","Public School",,"GI","CHICAGO BD EDUCATION","Chicago","2710 E 89th St",-87.5568982148,41.7345729699
"24972","School",0,"Global Visions High School","Public School",,"GI","CHICAGO BD EDUCATION","Chicago","2710 E 89th St",-87.5568982148,41.7345729699
"24973","School",0,"Chicago Discovery High School","Public School",,"GI","CHICAGO BD EDUCATION","Chicago","2710 E 89th St",-87.5568982148,41.7345729699
"24976","School",418053,"Ashe Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","8505 S Ingleside Ave",-87.6006383262,41.7396816961
"24977","School",406057,"Chicago Vocational High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2100 E 87th St",-87.5726782697,41.7384675068
"24980","School",412179,"Lincoln Elementary School","Public School",,"ACGIL","SCHOOL DIST #170","Chicago Heights","1530 Center Ave",-87.6295945006,41.5037266269
"24995","School",0,"Smith  W Elementary School","Public School",,"AGI","CHICAGO PARK DISTRICT","Chicago","744 E 103rd St",-87.6039089782,41.7089521579
"24998","School",410782,"Immaculate Conception School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","8739 S Exchange Ave",-87.5521464579,41.7360092463
"25001","School",419572,"Taylor Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","9912 S Avenue H",-87.5334640927,41.7153209298
"25004","School",418359,"Mireles Elementary Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","9000 S Exchange Ave",-87.5530855408,41.7312664955
"25007","School",413254,"McDowell Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1419 E 89th St",-87.5898619349,41.7328401212
"25011","School",405132,"Buckingham Special Education Center","Public School","Closed","ACGI","CHICAGO BD EDUCATION","Chicago","9207 S Phillips Ave",-87.5641745984,41.7273763117
"25018","School",426965,"Black Magnet Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","9101 S Euclid Ave",-87.5758881207,41.7291902367
"25020","School",420539,"Warren Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","9239 S Jeffery Ave",-87.5748663159,41.7272370488
"25022","School",407586,"Earhart Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1710 E 93rd St",-87.5827293809,41.7264927701
"25035","School",1737143,"Chicago State University","Public School",,"CG","BD GOV STATE COLL UNIV","Chicago","9501 S Doctor Martin Luther King Jr Dr",-87.6094008205,41.7180211041
"25038","School",415247,"Our Lady of Guadalupe School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3218 E 91St St",-87.5460694008,41.7304335722
"25053","School",1833282,"Saint John De La Salle School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","10216 S Vernon Ave",-87.6132589376,41.7087572442
"25058","School",417103,"Sacred Heart School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2926 E 96th St",-87.5530988816,41.7212849692
"25060","School",410634,"Hoyne Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","8905 S Crandon Ave",-87.5677127379,41.7331515494
"25061","School",404177,"Bennett Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","10115 S Prairie Ave",-87.6168827404,41.7099993816
"25064","School",413043,"Marsh Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","9822 S Exchange Ave",-87.5530582736,41.716372694
